code,value,bate,code_description,modifiedDateTime,assessmentDate,isCorrected,isLatest,status
AANWC00,294.26,c,Gasoline CIF West Africa Cargo Eur/mt,2020-06-09 17:57:47,2020-06-09 00:00:00,N,Y,OK
AAUHE03,148.074,c,FO 380 CST Rdam dlvd Eur/mt MAvg,2020-06-01 05:10:08,2020-05-01 00:00:00,N,Y,OK
AAUHE03,148.532,h,FO 380 CST Rdam dlvd Eur/mt MAvg,2020-06-01 05:10:08,2020-05-01 00:00:00,N,Y,OK
AAUHE03,147.616,l,FO 380 CST Rdam dlvd Eur/mt MAvg,2020-06-01 05:10:08,2020-05-01 00:00:00,N,Y,OK
AAUQC03,252.842,c,Gasoil .005%S (50ppm) FOB ARA Barge MAvg,2020-06-01 09:15:07,2020-05-01 00:00:00,N,Y,OK
AAUQC03,253.092,h,Gasoil .005%S (50ppm) FOB ARA Barge MAvg,2020-06-01 09:15:06,2020-05-01 00:00:00,N,Y,OK
AAUQC03,252.592,l,Gasoil .005%S (50ppm) FOB ARA Barge MAvg,2020-06-01 09:15:06,2020-05-01 00:00:00,N,Y,OK
AAVBH03,266.079,c,ULSD 10ppmS CIF NWE Basis UK Cargo MAvg,2020-06-01 09:15:07,2020-05-01 00:00:00,N,Y,OK
AAVBH03,266.329,h,ULSD 10ppmS CIF NWE Basis UK Cargo MAvg,2020-06-01 09:15:06,2020-05-01 00:00:00,N,Y,OK
AAVBH03,265.829,l,ULSD 10ppmS CIF NWE Basis UK Cargo MAvg,2020-06-01 09:15:06,2020-05-01 00:00:00,N,Y,OK
AAVJI03,232.289,c,Gasoil 0.1%S FOB Med Cargo MAvg,2020-06-01 09:15:07,2020-05-01 00:00:00,N,Y,OK
AAVJI03,232.539,h,Gasoil 0.1%S FOB Med Cargo MAvg,2020-06-01 09:15:07,2020-05-01 00:00:00,N,Y,OK
AAVJI03,232.039,l,Gasoil 0.1%S FOB Med Cargo MAvg,2020-06-01 09:15:06,2020-05-01 00:00:00,N,Y,OK
AAWZC00,336.75,c,ULSD 10ppmS CIF NWE Basis Le Havre Cargo,2020-06-09 16:56:37,2020-06-09 00:00:00,N,Y,OK
AAWZC00,337.0,h,ULSD 10ppmS CIF NWE Basis Le Havre Cargo,2020-06-09 16:56:37,2020-06-09 00:00:00,N,Y,OK
AAWZC00,336.5,l,ULSD 10ppmS CIF NWE Basis Le Havre Cargo,2020-06-09 16:56:37,2020-06-09 00:00:00,N,Y,OK
