code,value,bate,code_description,modifiedDateTime,assessmentDate,isCorrected,isLatest,status
AANWC00,341.898,c,Gasoline CIF West Africa Cargo Eur/mt,2020-08-14 17:53:25,2020-08-14 00:00:00,N,Y,OK
AAUHE03,218.652,c,FO 380 CST Rdam dlvd Eur/mt MAvg,2020-08-01 05:10:08,2020-07-01 00:00:00,N,Y,OK
AAUHE03,219.088,h,FO 380 CST Rdam dlvd Eur/mt MAvg,2020-08-01 05:10:08,2020-07-01 00:00:00,N,Y,OK
AAUHE03,218.216,l,FO 380 CST Rdam dlvd Eur/mt MAvg,2020-08-01 05:10:08,2020-07-01 00:00:00,N,Y,OK
AAUQC03,363.337,c,Gasoil .005%S (50ppm) FOB ARA Barge MAvg,2020-08-01 09:15:10,2020-07-01 00:00:00,N,Y,OK
AAUQC03,363.587,h,Gasoil .005%S (50ppm) FOB ARA Barge MAvg,2020-08-01 09:15:10,2020-07-01 00:00:00,N,Y,OK
AAUQC03,363.087,l,Gasoil .005%S (50ppm) FOB ARA Barge MAvg,2020-08-01 09:15:10,2020-07-01 00:00:00,N,Y,OK
AAVBH03,376.848,c,ULSD 10ppmS CIF NWE Basis UK Cargo MAvg,2020-08-01 09:15:10,2020-07-01 00:00:00,N,Y,OK
AAVBH03,377.098,h,ULSD 10ppmS CIF NWE Basis UK Cargo MAvg,2020-08-01 09:15:10,2020-07-01 00:00:00,N,Y,OK
AAVBH03,376.598,l,ULSD 10ppmS CIF NWE Basis UK Cargo MAvg,2020-08-01 09:15:10,2020-07-01 00:00:00,N,Y,OK
AAVJI03,359.924,c,Gasoil 0.1%S FOB Med Cargo MAvg,2020-08-01 09:15:10,2020-07-01 00:00:00,N,Y,OK
AAVJI03,360.174,h,Gasoil 0.1%S FOB Med Cargo MAvg,2020-08-01 09:15:10,2020-07-01 00:00:00,N,Y,OK
AAVJI03,359.674,l,Gasoil 0.1%S FOB Med Cargo MAvg,2020-08-01 09:15:10,2020-07-01 00:00:00,N,Y,OK
AAWZC00,378.25,c,ULSD 10ppmS CIF NWE Basis Le Havre Cargo,2020-08-14 17:27:01,2020-08-14 00:00:00,N,Y,OK
AAWZC00,378.5,h,ULSD 10ppmS CIF NWE Basis Le Havre Cargo,2020-08-14 17:27:01,2020-08-14 00:00:00,N,Y,OK
AAWZC00,378.0,l,ULSD 10ppmS CIF NWE Basis Le Havre Cargo,2020-08-14 17:27:01,2020-08-14 00:00:00,N,Y,OK
AAYWR03,356.207,c,Gasoil 0.1%S FOB NWE Cargo MAvg,2020-08-01 09:15:10,2020-07-01 00:00:00,N,Y,OK
AAYWR03,356.457,h,Gasoil 0.1%S FOB NWE Cargo MAvg,2020-08-01 09:15:10,2020-07-01 00:00:00,N,Y,OK
AAYWR03,355.957,l,Gasoil 0.1%S FOB NWE Cargo MAvg,2020-08-01 09:15:09,2020-07-01 00:00:00,N,Y,OK
AAYWT03,355.261,c,Gasoil .1%S (1000ppm) FOB ARA Barge MAvg,2020-08-01 09:15:09,2020-07-01 00:00:00,N,Y,OK
AAYWT03,355.511,h,Gasoil .1%S (1000ppm) FOB ARA Barge MAvg,2020-08-01 09:15:10,2020-07-01 00:00:00,N,Y,OK
AAYWT03,355.011,l,Gasoil .1%S (1000ppm) FOB ARA Barge MAvg,2020-08-01 09:15:10,2020-07-01 00:00:00,N,Y,OK
AAZBN00,348.25,c,Jet CIF Med Cargo,2020-08-14 16:44:43,2020-08-14 00:00:00,N,Y,OK
AAZBN00,348.5,h,Jet CIF Med Cargo,2020-08-14 16:44:43,2020-08-14 00:00:00,N,Y,OK
AAZBN00,348.0,l,Jet CIF Med Cargo,2020-08-14 16:44:43,2020-08-14 00:00:00,N,Y,OK
ABWGF03,236.152,c,FO 1%S CIF Med Cargo Eur/mt MAvg,2020-08-01 05:10:08,2020-07-01 00:00:00,N,Y,OK
ABWGF03,236.37,h,FO 1%S CIF Med Cargo Eur/mt MAvg,2020-08-01 05:10:08,2020-07-01 00:00:00,N,Y,OK
