code,value,bate,code_description,modifiedDateTime,assessmentDate,isCorrected,isLatest,status
AANWC00,330.767,c,Gasoline CIF West Africa Cargo Eur/mt,2020-09-07 18:50:53,2020-09-07 00:00:00,N,Y,OK
AAUHE03,227.579,c,FO 380 CST Rdam dlvd Eur/mt MAvg,2020-09-01 05:10:08,2020-08-01 00:00:00,N,Y,OK
AAUHE03,228.001,h,FO 380 CST Rdam dlvd Eur/mt MAvg,2020-09-01 05:10:08,2020-08-01 00:00:00,N,Y,OK
AAUHE03,227.156,l,FO 380 CST Rdam dlvd Eur/mt MAvg,2020-09-01 05:10:08,2020-08-01 00:00:00,N,Y,OK
AAUQC03,364.675,c,Gasoil .005%S (50ppm) FOB ARA Barge MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAUQC03,364.925,h,Gasoil .005%S (50ppm) FOB ARA Barge MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAUQC03,364.425,l,Gasoil .005%S (50ppm) FOB ARA Barge MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAVBH03,377.825,c,ULSD 10ppmS CIF NWE Basis UK Cargo MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAVBH03,378.075,h,ULSD 10ppmS CIF NWE Basis UK Cargo MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAVBH03,377.575,l,ULSD 10ppmS CIF NWE Basis UK Cargo MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAVJI03,359.113,c,Gasoil 0.1%S FOB Med Cargo MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAVJI03,359.363,h,Gasoil 0.1%S FOB Med Cargo MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAVJI03,358.863,l,Gasoil 0.1%S FOB Med Cargo MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAWZC00,333.25,c,ULSD 10ppmS CIF NWE Basis Le Havre Cargo,2020-09-07 18:38:28,2020-09-07 00:00:00,N,Y,OK
AAWZC00,333.5,h,ULSD 10ppmS CIF NWE Basis Le Havre Cargo,2020-09-07 18:38:28,2020-09-07 00:00:00,N,Y,OK
AAWZC00,333.0,l,ULSD 10ppmS CIF NWE Basis Le Havre Cargo,2020-09-07 18:38:28,2020-09-07 00:00:00,N,Y,OK
AAYWR03,358.875,c,Gasoil 0.1%S FOB NWE Cargo MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAYWR03,359.125,h,Gasoil 0.1%S FOB NWE Cargo MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAYWR03,358.625,l,Gasoil 0.1%S FOB NWE Cargo MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAYWT03,357.725,c,Gasoil .1%S (1000ppm) FOB ARA Barge MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAYWT03,357.975,h,Gasoil .1%S (1000ppm) FOB ARA Barge MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAYWT03,357.475,l,Gasoil .1%S (1000ppm) FOB ARA Barge MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAZBN00,300.75,c,Jet CIF Med Cargo,2020-09-07 18:50:49,2020-09-07 00:00:00,N,Y,OK
AAZBN00,301.0,h,Jet CIF Med Cargo,2020-09-07 18:50:49,2020-09-07 00:00:00,N,Y,OK
AAZBN00,300.5,l,Jet CIF Med Cargo,2020-09-07 18:50:49,2020-09-07 00:00:00,N,Y,OK
ABWGF03,240.285,c,FO 1%S CIF Med Cargo Eur/mt MAvg,2020-09-01 05:10:08,2020-08-01 00:00:00,N,Y,OK
ABWGF03,240.497,h,FO 1%S CIF Med Cargo Eur/mt MAvg,2020-09-01 05:10:08,2020-08-01 00:00:00,N,Y,OK
ABWGF03,240.074,l,FO 1%S CIF Med Cargo Eur/mt MAvg,2020-09-01 05:10:08,2020-08-01 00:00:00,N,Y,OK
ABWGH03,234.777,c,FO 1%S FOB Med Cargo Eur/mt MAvg,2020-09-01 05:10:08,2020-08-01 00:00:00,N,Y,OK
ABWGH03,234.989,h,FO 1%S FOB Med Cargo Eur/mt MAvg,2020-09-01 05:10:08,2020-08-01 00:00:00,N,Y,OK
ABWGH03,234.566,l,FO 1%S FOB Med Cargo Eur/mt MAvg,2020-09-01 05:10:08,2020-08-01 00:00:00,N,Y,OK
ABWGL03,211.021,c,FO 3.5%S CIF NWE Cargo Eur/mt MAvg,2020-09-01 05:10:08,2020-08-01 00:00:00,N,Y,OK
ABWGL03,211.232,h,FO 3.5%S CIF NWE Cargo Eur/mt MAvg,2020-09-01 05:10:08,2020-08-01 00:00:00,N,Y,OK
ABWGL03,210.809,l,FO 3.5%S CIF NWE Cargo Eur/mt MAvg,2020-09-01 05:10:08,2020-08-01 00:00:00,N,Y,OK
AAIDM00,334.725,c,Jet FOB Med Cargo MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAIDM00,334.975,h,Jet FOB Med Cargo MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAIDM00,334.475,l,Jet FOB Med Cargo MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAJUW00,370.238,c,ULSD 10ppmS FOB ARA Barge MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAJUW00,370.488,h,ULSD 10ppmS FOB ARA Barge MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAJUW00,369.988,l,ULSD 10ppmS FOB ARA Barge MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAKOD00,429.0,c,Gasoline Reg Unleaded 98 FOB AR Barges,2020-09-07 17:50:56,2020-09-07 00:00:00,N,Y,OK
AAKOD00,429.25,h,Gasoline Reg Unleaded 98 FOB AR Barges,2020-09-07 17:50:56,2020-09-07 00:00:00,N,Y,OK
AAKOD00,428.75,l,Gasoline Reg Unleaded 98 FOB AR Barges,2020-09-07 17:50:56,2020-09-07 00:00:00,N,Y,OK
AAQCF03,293.511,c,Jet CIF NWE Cargo Eur/mt MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAQCF03,293.722,h,Jet CIF NWE Cargo Eur/mt MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAQCF03,293.299,l,Jet CIF NWE Cargo Eur/mt MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAQCH03,338.904,c,Gasoline Prem Unleaded FOB AR Barge Eur/mt MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAQCH03,339.116,h,Gasoline Prem Unleaded FOB AR Barge Eur/mt MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAQCH03,338.693,l,Gasoline Prem Unleaded FOB AR Barge Eur/mt MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAQCK00,197.53,c,FO 3.5%S FOB Rdam Barge Eur/mt,2020-09-07 18:33:24,2020-09-07 00:00:00,N,Y,OK
AAQCK00,197.741,h,FO 3.5%S FOB Rdam Barge Eur/mt,2020-09-07 18:33:24,2020-09-07 00:00:00,N,Y,OK
AAQCK00,197.318,l,FO 3.5%S FOB Rdam Barge Eur/mt,2020-09-07 18:33:24,2020-09-07 00:00:00,N,Y,OK
AAQCK03,213.558,c,FO 3.5%S FOB Rdam Barge Eur/mt MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAQCK03,213.77,h,FO 3.5%S FOB Rdam Barge Eur/mt MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAQCK03,213.347,l,FO 3.5%S FOB Rdam Barge Eur/mt MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAVBG03,375.663,c,ULSD 10ppmS CIF NWE Cargo MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAVBG03,375.913,h,ULSD 10ppmS CIF NWE Cargo MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAVBG03,375.413,l,ULSD 10ppmS CIF NWE Cargo MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAVBH00,333.5,c,ULSD 10ppmS CIF NWE Basis UK Cargo,2020-09-07 18:38:28,2020-09-07 00:00:00,N,Y,OK
AAVBH00,333.75,h,ULSD 10ppmS CIF NWE Basis UK Cargo,2020-09-07 18:38:28,2020-09-07 00:00:00,N,Y,OK
AAVBH00,333.25,l,ULSD 10ppmS CIF NWE Basis UK Cargo,2020-09-07 18:38:28,2020-09-07 00:00:00,N,Y,OK
AAVJJ00,331.25,c,Gasoil .1%S (1000ppm) CIF Med Cargo,2020-09-07 17:18:04,2020-09-07 00:00:00,N,Y,OK
AAVJJ00,331.5,h,Gasoil .1%S (1000ppm) CIF Med Cargo,2020-09-07 17:18:04,2020-09-07 00:00:00,N,Y,OK
AAVJJ00,331.0,l,Gasoil .1%S (1000ppm) CIF Med Cargo,2020-09-07 17:18:04,2020-09-07 00:00:00,N,Y,OK
AAVJJ03,368.05,c,Gasoil .1%S (1000ppm) CIF Med Cargo MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAVJJ03,368.3,h,Gasoil .1%S (1000ppm) CIF Med Cargo MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAVJJ03,367.8,l,Gasoil .1%S (1000ppm) CIF Med Cargo MAvg,2020-09-01 09:15:08,2020-08-01 00:00:00,N,Y,OK
AAWYZ00,332.5,c,ULSD 10ppmS CIF Med Cargo,2020-09-07 18:38:28,2020-09-07 00:00:00,N,Y,OK
AAWYZ00,332.75,h,ULSD 10ppmS CIF Med Cargo,2020-09-07 18:38:28,2020-09-07 00:00:00,N,Y,OK
AAWYZ00,332.25,l,ULSD 10ppmS CIF Med Cargo,2020-09-07 18:38:28,2020-09-07 00:00:00,N,Y,OK
AAWYZ03,375.613,c,ULSD 10ppmS CIF Med Cargo MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAWYZ03,375.863,h,ULSD 10ppmS CIF Med Cargo MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAWYZ03,375.363,l,ULSD 10ppmS CIF Med Cargo MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAWZA03,404.838,c,Gasoline Prem Unleaded 10ppmS FOB Med Cargo MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAWZA03,405.088,h,Gasoline Prem Unleaded 10ppmS FOB Med Cargo MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAWZA03,404.588,l,Gasoline Prem Unleaded 10ppmS FOB Med Cargo MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAWZB03,410.55,c,Gasoline Prem Unleaded 10ppmS CIF Med Cargo MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAWZB03,410.8,h,Gasoline Prem Unleaded 10ppmS CIF Med Cargo MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAWZB03,410.3,l,Gasoline Prem Unleaded 10ppmS CIF Med Cargo MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAXFQ03,411.625,c,Gasoline 10ppmS CIF NWE Cargo MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAXFQ03,411.875,h,Gasoline 10ppmS CIF NWE Cargo MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
AAXFQ03,411.375,l,Gasoline 10ppmS CIF NWE Cargo MAvg,2020-09-01 06:02:39,2020-08-01 00:00:00,N,Y,OK
ABWGG03,235.422,c,FO 1%S CIF NWE Cargo Eur/mt MAvg,2020-09-01 05:10:08,2020-08-01 00:00:00,N,Y,OK
ABWGG03,235.633,h,FO 1%S CIF NWE Cargo Eur/mt MAvg,2020-09-01 05:10:08,2020-08-01 00:00:00,N,Y,OK
ABWGG03,235.211,l,FO 1%S CIF NWE Cargo Eur/mt MAvg,2020-09-01 05:10:08,2020-08-01 00:00:00,N,Y,OK
AAKUV00,368.0,c,Gasoline FOB NWE West Africa Cargo $/mt,2020-09-07 17:50:56,2020-09-07 00:00:00,N,Y,OK
AAPYX10,131.74,c,Gasoline Unl 93 NY London MOC cts/gal,2020-09-04 15:49:54,2020-09-04 00:00:00,N,Y,OK
AAUHE00,213.18,c,FO 380 CST Rdam dlvd Eur/mt,2020-09-07 18:33:24,2020-09-07 00:00:00,N,Y,OK
AAUHE00,213.603,h,FO 380 CST Rdam dlvd Eur/mt,2020-09-07 18:33:24,2020-09-07 00:00:00,N,Y,OK
AAUHE00,212.757,l,FO 380 CST Rdam dlvd Eur/mt,2020-09-07 18:33:24,2020-09-07 00:00:00,N,Y,OK
AAYWS00,325.5,c,Gasoil 0.1%S CIF NWE Cargo,2020-09-07 17:18:04,2020-09-07 00:00:00,N,Y,OK
AAYWS00,325.75,h,Gasoil 0.1%S CIF NWE Cargo,2020-09-07 17:18:04,2020-09-07 00:00:00,N,Y,OK
